courseId, courseName, courseDepartment, creditHours, description
CHBE475,Tissue Engineering,Chemical and Biomolecular Engineering,3 hours.,Principles and practices of Chemical Engineering will be applied to the topic of tissue engineering. Topics include: methods for employing selected cells  biomaterial scaffolds  soluble regulators or their genes  and mechanical loading and culture conditions for regenerative repair of tissues and organs in vitro and in vivo; understanding intrinsic wound healing processes; quantifying cell behaviors/phenotypes; regulatory compliance and clinical translation. 3 undergraduate hours. 3 graduate hours. Prerequisites: CHBE 421 and CHBE 422  or consent of instructor.
CHBE496,Undergraduate Research Abroad,Chemical and Biomolecular Engineering,1 TO 3 hours.,Study assist in research under faculty supervision at a location outside of the United States. Topic and type of assistance vary. 1 to 3 undergraduate hours. No graduate credit. May be repeated in separate terms up to 6 hours. Research credit hours in the course are included under department limits for maximum hours of research/independent study credit allowed toward degree requirements. Prerequisite: Evidence of adequate preparation for such study; consent of faculty member supervising the work (who will have examined the proposed research plan); and approval of the department. Not available to freshman.
CHBE499,Senior Thesis,Chemical and Biomolecular Engineering,1 TO 6 hours.,Limited in general to seniors in the curriculum in chemical and biomolecular engineering. Any others must have the consent of the head of the department. Each student taking the course must register in a minimum of 5 hours either in one term or divided over two terms. A maximum registration of 10 hours in two terms is permitted. 1 to 6 undergraduate hours. No graduate credit. In order to receive credit  a thesis must be presented by each student registered in CHBE 499.
CHBE494,Special Topics,Chemical and Biomolecular Engineering,1 TO 3 hours.,Study of topics in chemical engineering; content varies from term to term. Typical topics include optimization  chemical kinetics  phase equilibrium  biochemical engineering  kinetic theory  and transport properties. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated.  Prerequisite: Senior standing in Chemical and Biomolecular Engineering or consent of instructor.
CHBE478,Bioenergy Technology,Chemical and Biomolecular Engineering,3 hours.,Introduction to emerging bioenergy technologies including: world energy consumption and greenhouse gas concerns; fundamental biochemistry of biomass conversion; structural chemistry of lignocelluloses; pretreatment of biomass; enzymatic deconstruction; bioethanol production and fermentation; metabolic engineering for improved biofuels production; feedstock development; industrial fermentation and fermentor design; economics of bioethanol; alternative biofuels  including biodiesel  syngas  Fischer-Tropsch diesel  butanol  ABE fermentation and biohydrogen; anaerobic microbiology; and the biorefinery concept. 3 undergraduate hours. No graduate credit. Prerequisites: CHBE 321; MCB 450.
CHBE453,Electrochemical Engineering,Chemical and Biomolecular Engineering,2 OR 3 hours.,Fundamentals of analysis  design  and optimization of electrochemical systems. 2 or 3 undergraduate hours.  2 or 3 graduate hours. Prerequisite: Senior standing in physical science or engineering.
CHBE440,Process Control and Dynamics,Chemical and Biomolecular Engineering,3 hours.,Techniques used in the analysis of process dynamics and in the design of process control systems. Laplace transforms  stability analysis  and frequency response methods. 3 undergraduate hours. 3 graduate hours. Prerequisite: CHBE 421 and senior standing in Chemical and Biomolecular Engineering; MATH 285; CS 101.
CHBE565,CHBE Seminar,Chemical and Biomolecular Engineering,1 hours.,Required of all graduate students whose major is Chemical and Biomolecular Engineering. 1 graduate hour. No professional credit. Approved for S/U grading only. May be repeated. Prerequisite: CHBE 422.
CHBE553,Surface Chemistry,Chemical and Biomolecular Engineering,4 hours.,Introduction to the behavior of molecules adsorbed on solid surfaces; the structure of surfaces and adsorbate layers. The bonding of molecules to surfaces; adsorbate phase transitions; trapping and sticking of molecules on surfaces. An introduction to surface reactions; kinetics of surface reactions. A review of principles of chemical reactivity; reactivity trends on surfaces; prediction of rates and mechanisms of reactions on metals  semiconductors  and insulators. Same as CHEM 586. Prerequisite: CHEM 444.
CHBE525,Statistical Thermodynamics for Chemical Engineers,Chemical and Biomolecular Engineering,4 hours.,Fundamentals and applications of both macroscopic thermodynamics and statistical mechanics. The formalism of statistical mechanics is introduced  in particular the development and calculation of partition functions  as well as its connections to thermodynamic equations of state and material properties. These concepts will be applied to problems relevant to chemical engineering  such as solution theory  electrolytes  adsorption  non-equilibrium thermodynamics  chemical reactions  molecular simulation  and dispersive interactions. 3 graduate hours. No professional credit. Prerequisite: CHBE 321. Graduate standing required.
CHBE580,Lab Techs in Bioinformatics,Chemical and Biomolecular Engineering,2 hours.,Prerequisite: MCB 150 and MCB 151; or consent of instructor.
CHBE521,Applied Mathematics in CHBE,Chemical and Biomolecular Engineering,3 OR 4 hours.,Development of mathematical models and a survey of modern mathematical methods currently used in the solution of chemical and biomolecular engineering problems; topics include the application of vectors and matrices  partial differential equations  numerical analysis  and methods of optimization in Chemical and Biomolecular Engineering. Prerequisite: Consent of instructor.
